category,label_id,image_path,feature_mean,feature_std,feature_min,feature_max,feature_median,pca_component_1,pca_component_2,pca_component_3,pca_component_4,pca_component_5,pca_component_6,pca_component_7,pca_component_8,pca_component_9,pca_component_10
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0140_0_7096.jpg,0.4404518,0.65429056,0.0,4.2180977,0.1608662,-7.648069,-4.753341,-1.6916592,3.0284822,-0.5322903,1.4137373,-1.8976139,-0.20878157,-2.3327613,-0.07652014
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0140_0_7139.jpg,0.36077708,0.58920056,0.0,4.052342,0.096815936,-6.3098235,0.0017365909,-1.8051201,0.77306634,-4.8293176,-1.1509628,-0.34474522,-2.225958,0.057630338,0.5451105
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0140_0_7473.jpg,0.4421114,0.65073884,0.0,4.316001,0.1713934,-5.6019073,-4.006379,-0.36569983,4.0274744,-1.5783554,0.1713546,-3.368058,-0.42825022,-4.197005,-0.85291934
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0140_0_9543.jpg,0.3846101,0.6643334,0.0,4.8191423,0.07394515,-4.509193,2.1043568,-3.1629226,2.4970996,-2.479988,-1.5962431,0.81505734,0.82780856,-3.3645594,1.8604915
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0142_0_135.jpg,0.38066554,0.60587174,0.0,4.1584597,0.086348906,-4.7875032,-1.9985542,-5.8515,-0.5021355,0.76510704,-1.5576731,0.72614473,3.1520424,0.09641638,0.9491656
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0142_0_3384.jpg,0.4220442,0.61513585,0.0,3.97802,0.13917327,-0.8240184,-2.2776008,-7.706827,2.2749636,-0.952727,-3.492977,-1.9379267,2.79741,-1.3480713,-1.081357
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0142_0_5778.jpg,0.35851088,0.61181813,0.0,4.0940638,0.07727173,-8.144439,-1.6257071,-3.8177495,-0.94655114,-0.1561397,0.98191446,-0.4546752,1.9293698,1.1320494,0.49421
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0142_0_8515.jpg,0.3704845,0.58706385,0.0,4.2612257,0.10184824,-5.888086,-3.0745256,-5.269791,-1.9309124,-0.39771858,0.1637263,-0.8192389,1.6536146,0.06925974,1.7445725
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0142_0_9744.jpg,0.44848228,0.6438905,0.0,4.763393,0.15728958,-3.6553261,-1.9311545,-5.8966656,1.4768957,0.51564914,2.518076,-2.5627367,2.7196252,-1.3522354,0.8427452
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0144_0_2878.jpg,0.37891337,0.6205014,0.0,3.5253763,0.09612,-3.6297793,3.2989419,-5.8712134,-1.4331492,0.6651379,-0.40423936,1.3263493,-3.911005,-1.135283,1.7829238
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0144_0_3465.jpg,0.5185874,0.7051814,0.0,4.7426615,0.22936824,-3.417441,3.0064218,-4.548355,1.5618842,-1.8695534,0.94853395,-1.7868096,-6.0733876,-2.2644594,2.6868362
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0144_0_4534.jpg,0.38671055,0.60411406,0.0,3.7630923,0.10135741,-3.802706,1.7359782,-5.7556996,-0.7668761,-0.09813265,-1.0793409,2.405773,-3.1376638,1.3134019,3.028488
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0144_0_5827.jpg,0.4183351,0.6383275,0.0,4.593902,0.12343133,-3.5649211,0.04457748,-6.443114,-2.0225205,-1.0140882,-0.094732195,-0.22211206,-3.2683184,-1.0988078,3.2643204
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0144_0_8382.jpg,0.41097885,0.6424843,0.0,4.320902,0.1397399,-5.2843323,2.1775448,-3.2649543,-0.99760294,-0.86405253,-1.1458896,-0.47586903,-3.7411864,-2.5217855,2.3454804
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0146_0_5494.jpg,0.49572238,0.6883544,0.0,4.277391,0.1851869,0.45648378,5.531771,-4.8465633,-1.0554336,0.6177657,3.6230655,-3.8492212,-4.927669,-1.4544353,3.4425955
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0146_0_6586.jpg,0.53999716,0.7686374,0.0,3.7768261,0.17668578,-0.5209868,6.185488,-3.5724099,-1.7554284,1.8962604,6.2002864,-3.1119237,-5.9313817,-2.4829195,4.182035
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0146_0_7715.jpg,0.46850973,0.6630721,0.0,4.3330097,0.17117894,0.25618392,2.0170188,-4.0780315,0.75317425,0.7622135,2.9348137,-4.565474,-2.5139105,-1.3233453,2.1623414
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0146_0_8687.jpg,0.5204921,0.6830267,0.0,3.9077635,0.21764441,0.14323029,3.92383,-3.9447916,-1.1375161,1.6049061,3.578602,-1.9856569,-6.5273333,-0.0034973908,4.3640304
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0146_0_915.jpg,0.5464889,0.74058497,0.0,3.8761132,0.22756925,-0.098591134,4.789498,-4.294172,-1.0530813,3.2611606,5.4253335,-2.3184009,-6.445484,0.33991304,4.047837
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0147_0_2801.jpg,0.3902739,0.6640487,0.0,4.1067076,0.07981533,-3.2540889,3.3451865,-5.4908195,0.11815079,-2.9378715,-3.3298004,0.9027535,-0.51787764,-3.9260929,-0.1405492
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0147_0_3321.jpg,0.3251664,0.6792482,0.0,4.3720174,0.021614566,-11.181768,1.9190466,-1.2983347,-0.81699425,-0.72542983,-1.5014539,-0.1290169,-2.5273602,-2.1427567,2.3423212
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0147_0_437.jpg,0.34373054,0.6753155,0.0,4.132532,0.024193205,-10.043022,-0.39408115,-4.4066644,-3.214621,0.8696024,-1.0065988,-0.67036515,-2.063248,-3.4567728,0.5313979
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0147_0_7930.jpg,0.3312221,0.64273036,0.0,4.6653824,0.02758959,-9.606898,0.56638896,-4.756775,-2.028332,0.69786566,-1.0077254,1.005154,-2.2141473,-2.685875,0.862774
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0147_0_8368.jpg,0.3365008,0.6682511,0.0,4.1960697,0.027779443,-7.401251,4.162124,-3.520961,-1.8307254,-1.6888933,-2.254154,-0.23513277,-2.189156,-3.381626,0.95755315
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0148_0_1682.jpg,0.41294727,0.66557866,0.0,3.7517009,0.08930302,-8.755403,-3.2956357,-2.7525105,0.6738598,2.0823624,3.653265,-0.60529715,0.9898855,0.074427195,1.7301991
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0148_0_3075.jpg,0.41410702,0.6160233,0.0,3.2585137,0.1263015,-6.4654207,-6.308857,-3.4479735,0.0364404,4.720094,3.4405494,-1.4889106,2.0662155,1.4926106,0.51640683
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0148_0_5169.jpg,0.3539299,0.61760616,0.0,4.295707,0.07009202,-8.31317,-5.503438,-3.4699166,-1.0428267,0.25410783,0.4432261,1.0658214,3.3337607,-0.8065636,1.5191061
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0148_0_5372.jpg,0.44000524,0.6407075,0.0,4.232473,0.16501665,-1.6045569,-3.0160232,-6.795673,3.248587,-3.4849474,-0.56352705,1.2433277,3.1896467,0.0017826172,2.2987018
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0148_0_6409.jpg,0.41272837,0.63840747,0.0,3.97962,0.10809632,-5.478608,-2.3752677,-5.1791196,1.5568666,1.2671541,1.9814494,0.7481702,3.036627,-0.75946325,2.3821096
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0149_0_3871.jpg,0.37122512,0.6198955,0.0,3.9877124,0.061984427,-5.3773346,3.203116,-5.942335,-4.195578,1.144282,0.31245825,2.6327443,-3.1670053,0.27511775,3.2607887
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0149_0_3873.jpg,0.4357504,0.5976842,0.0,3.5602186,0.17453492,-4.5029383,2.1874566,-4.4471426,-2.61523,1.3798201,1.2614923,-0.2088317,-4.6143255,-0.34003013,1.9064279
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0149_0_4250.jpg,0.43852577,0.6524217,0.0,4.4561152,0.14274427,-3.7778916,2.7305286,-4.4590583,-3.4144053,1.1312824,1.2556559,-2.4718103,-5.9051647,-3.9492323,4.13165
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0149_0_838.jpg,0.38471302,0.62316376,0.0,3.3697553,0.09227544,-2.8820608,4.344846,-6.4949355,-2.6259246,1.2743208,0.004324249,1.9469436,-1.835965,0.54112667,2.575834
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0149_0_9995.jpg,0.42071453,0.7109066,0.0,4.145825,0.09649829,-4.4241285,5.4287505,-4.982293,-3.5659313,-1.8620557,0.31500816,0.13002734,-4.4569793,-2.4789436,4.770513
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0150_0_4679.jpg,0.47764748,0.6327385,0.0,4.2501626,0.20546487,-3.5194309,-4.8544927,-6.225827,4.334664,-2.925027,-2.1181312,-3.3635488,-3.7325592,-0.56590337,1.3938473
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0150_0_5080.jpg,0.39915848,0.6471888,0.0,4.9963293,0.09473966,-7.6617393,-2.6442528,-0.8822487,-0.3659726,-0.621979,1.0374086,-2.8230135,-3.104243,-0.8073855,-1.7220474
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0150_0_5607.jpg,0.45387658,0.6663836,0.0,4.7716618,0.15201148,-5.341096,-2.1519775,-4.2151446,0.43049657,-0.44796488,-0.74415493,-1.1746987,-3.1880808,-2.2456512,3.1506333
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0150_0_7248.jpg,0.3469502,0.65475345,0.0,4.694359,0.048338957,-9.299839,-1.5064915,-4.073045,0.9848041,-0.09113217,-1.3926198,-1.7428087,-0.37039316,-1.1485673,0.7037758
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0150_0_7545.jpg,0.40869513,0.60544616,0.0,3.7761543,0.11648506,-3.1636846,-4.6914573,-4.198981,0.32095376,3.0930755,-1.6194389,-4.399022,-2.1194608,-3.2213895,-0.37321275
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0153_0_1836.jpg,0.39981478,0.6737122,0.0,4.3831215,0.098722205,-4.6034656,5.6139636,0.22998038,0.8217025,-1.5516944,-0.78329885,0.87704325,-1.2611837,-0.04908102,0.5235505
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0153_0_4090.jpg,0.43370733,0.6214387,0.0,3.8944397,0.15510437,0.7257356,1.1322805,-1.4481825,0.36232182,-2.472065,-1.9548073,1.9136488,0.53291094,-1.1046656,0.6711563
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0153_0_5051.jpg,0.30632788,0.64630675,0.0,4.712273,0.029420415,-7.0406775,5.806565,2.5202937,-2.3917727,-1.343155,-2.2972138,0.32280552,-0.91982085,-0.22453348,0.46893376
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0153_0_5274.jpg,0.49174628,0.64683247,0.0,4.1875315,0.25309545,-1.8366894,4.5215454,-2.520239,1.1589007,-0.89848936,2.3255167,1.2828983,-1.8329129,0.2728938,1.2502612
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0153_0_8038.jpg,0.5250836,0.691043,0.0,4.3213086,0.26577798,0.7552518,4.3956065,-2.5611665,2.7309551,-1.5265976,1.6845186,3.7934883,-3.3945198,0.61912423,1.0720495
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0154_0_2969.jpg,0.49604493,0.64379406,0.0,3.5520053,0.20968698,0.5276208,1.6443793,-5.776408,1.0986546,-1.4473387,0.38430095,0.2924553,-4.219087,-0.4535257,1.6345522
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0154_0_339.jpg,0.41486424,0.6035289,0.0,3.4932182,0.13656834,-5.918439,-3.2733684,-5.2167544,-0.17832321,1.4129514,0.015707133,1.5601034,-5.8093505,-1.1579083,0.6923679
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0154_0_5110.jpg,0.45019037,0.65740675,0.0,3.5771828,0.13782391,-4.0799117,-1.4729704,-6.7003894,2.0219975,-0.9553287,-2.2847812,3.1874251,-4.5176406,1.2148552,3.1157534
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0154_0_7493.jpg,0.37627092,0.60745627,0.0,3.855536,0.07897744,-6.7603045,-1.5034282,-5.1181374,-1.3552762,2.0462012,-0.8854752,1.4087936,-3.8495815,-2.4430447,1.231111
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0154_0_8461.jpg,0.42862853,0.6204216,0.0,3.2870789,0.12862001,-5.3233213,-1.6878561,-3.294297,0.31404147,0.8725368,1.7214619,1.202692,-2.5309737,-0.2307357,1.5356237
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0155_0_1422.jpg,0.4259588,0.6111442,0.0,4.307678,0.17109486,-3.400504,1.5181607,-3.5884788,1.8805305,-1.2071245,-2.6885097,-2.88263,-1.3213333,0.21124794,-0.43052423
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0155_0_4632.jpg,0.37822062,0.6161469,0.0,4.423032,0.10815806,-5.3014135,3.057489,-2.9610178,-1.242427,-1.9344319,-2.6251407,-3.0698583,-2.2557335,-0.7030562,-2.8318326
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0155_0_5249.jpg,0.4579954,0.694449,0.0,5.275273,0.132335,0.5928556,1.2479919,-0.33355302,4.9650083,-3.7662518,-4.2526374,-3.9999688,-2.297768,0.72286093,-3.63941
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0155_0_5976.jpg,0.41937009,0.6669553,0.0,4.7934513,0.13305265,-2.7500122,3.9178317,0.2727423,1.4040225,-1.1050365,-0.60690004,-0.99508554,-0.7088895,-0.45906433,-1.3653977
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0155_0_7873.jpg,0.31581706,0.5869216,0.0,5.1147933,0.04977806,-5.4249334,1.4540956,0.13711755,1.3159199,-2.5988839,-4.227041,0.089918345,-0.08420175,-0.59661114,-0.27437848
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0156_0_1499.jpg,0.44077167,0.60709447,0.0,3.375213,0.16475463,-6.9910045,-8.25721,-3.4877396,0.7461842,3.394202,2.8376167,-0.5062742,-1.4554181,1.9594578,-2.1045182
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0156_0_1851.jpg,0.43733683,0.6501683,0.0,4.0234494,0.15345107,-7.8866057,-5.51377,-3.204179,-0.0462943,1.7959598,4.201658,0.4215095,-0.7747945,-1.5763913,-0.37271193
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0156_0_3821.jpg,0.46127588,0.64160794,0.0,3.7059631,0.15965524,-7.3464885,-7.1498756,-5.311322,2.6137056,0.035258505,3.2846198,0.9419027,-0.9985498,3.1819172,-1.4804642
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0156_0_6192.jpg,0.43579072,0.63918436,0.0,4.2242537,0.12259385,-7.7747846,-7.3039203,-4.4908667,1.0578785,1.4935786,4.3149357,2.066951,-1.0001302,2.862917,-0.4806383
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0156_0_7478.jpg,0.36109275,0.5731072,0.0,3.8596811,0.0897688,-8.577433,-4.9887486,-4.27948,-1.4717156,-1.2672716,1.3438058,2.2392333,-2.2316957,0.8040594,-2.3889906
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0157_0_5348.jpg,0.44259882,0.6463671,0.0,3.8911598,0.14840628,-7.536701,-5.441763,-5.572627,0.52541125,2.1038823,1.9628612,1.7530885,-0.21526308,-1.1554784,-0.31347042
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0157_0_801.jpg,0.518379,0.6878197,0.0,3.710021,0.22441229,-5.322164,-5.703096,-6.3705664,1.3489902,3.0771377,3.807706,-0.60597175,-0.34405732,-1.7589989,1.2739853
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0157_0_8126.jpg,0.373805,0.60419506,0.0,3.902936,0.09446743,-7.826395,-8.04343,-3.3384936,0.6935488,0.09773543,0.65991104,3.0494785,-1.058172,1.8278788,-1.0450784
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0157_0_9176.jpg,0.36585245,0.59911376,0.0,4.034457,0.0733093,-9.495258,-8.0651,-1.7625866,-2.177661,1.9283035,1.5742711,1.0842277,-1.0134376,1.721126,-1.4356115
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0157_0_9974.jpg,0.31383222,0.5626012,0.0,3.7811687,0.042422757,-8.451183,-6.4884834,-2.7662687,-5.0718875,3.9335043,-2.2231777,-0.5449222,-0.99655986,-0.4446648,-0.52714205
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0163_0_3370.jpg,0.45254534,0.6158416,0.0,3.4117382,0.17310187,-4.3677974,-3.4140394,-5.9136405,0.9182036,-0.72483325,0.7091787,0.6390859,-2.9919431,0.6680155,-1.2376698
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0163_0_4069.jpg,0.5678125,0.6639785,0.0,3.973925,0.30811417,-0.082110815,-4.8792434,-6.776539,3.552385,-2.0387776,-0.24925749,0.22706057,-2.7315817,1.2865729,-0.6830678
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0163_0_6618.jpg,0.4985687,0.6160983,0.0,3.4318194,0.255091,-2.6342103,-4.293802,-4.1648946,2.0976908,-1.7453084,0.37483084,0.5149963,-3.7608938,1.8547522,-1.5617448
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0163_0_6700.jpg,0.4634369,0.6923522,0.0,4.1006207,0.1373071,-4.478403,-0.45105064,-7.2988696,4.6767344,-2.8799238,0.3801114,1.5464733,1.3032231,2.6387131,0.92815346
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0163_0_6880.jpg,0.5166031,0.66268843,0.0,3.9601529,0.22218475,-0.91235495,-0.12782867,-6.3801403,1.7183471,-1.6468823,2.5431123,-0.8404941,-3.341302,1.4655179,-1.2793748
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0166_0_1897.jpg,0.37018633,0.64592206,0.0,4.6803403,0.08589165,-6.4078755,1.3839723,0.6992694,-2.2976506,0.5489564,-1.5494426,-2.055354,2.0245705,-2.2669327,0.928926
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0166_0_4556.jpg,0.34878284,0.6095891,0.0,4.1980004,0.06421696,-6.246272,0.3891479,-0.67238027,-2.3686655,2.1956186,-2.7406309,-2.3160415,1.7424077,-3.5639393,1.2979405
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0166_0_5529.jpg,0.3321805,0.6427637,0.0,4.4054084,0.035418812,-8.827618,-0.5628388,1.4534962,-0.11497963,1.9544355,-1.867568,-2.044245,2.003143,-2.0434153,1.5650557
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0166_0_6855.jpg,0.37999192,0.59381026,0.0,4.0121026,0.112516776,-2.7073004,2.3256967,-4.4198146,-1.0958682,-1.5453651,-3.8460858,-0.9023176,1.5446737,-3.5406363,0.36063856
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0166_0_9037.jpg,0.46743518,0.5954861,0.0,4.1057177,0.24448025,1.677942,-0.6490326,-4.276783,3.343918,-4.445084,-3.438936,1.7994033,1.9290291,1.1088617,0.39809215
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0169_0_3011.jpg,0.3849308,0.58029395,0.0,4.3589625,0.13868988,-0.19545168,0.37884903,-3.8572981,0.81100214,-1.4857337,-4.820963,1.3261135,3.0310316,-0.3162267,-0.026314162
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0169_0_3153.jpg,0.3415994,0.55914044,0.0,4.780206,0.09316251,-3.3354056,1.4189017,-2.3814738,0.7883412,-2.4113631,-4.6934457,0.14777382,1.7066786,-0.04036507,0.01472452
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0169_0_3345.jpg,0.43902016,0.6635673,0.0,4.162632,0.15936333,-3.9904435,1.8082275,-4.5855994,3.439621,-3.704747,-1.5359333,-0.9331719,1.2988288,2.5360503,2.6796763
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0169_0_7697.jpg,0.5012664,0.64396816,0.0,4.074968,0.26125953,2.05578,-0.52940303,-6.8878393,2.0927367,-3.0195053,-2.8657408,-3.7291348,1.6679621,0.6384441,2.1938035
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0169_0_770.jpg,0.47699213,0.64349914,0.0,3.9935055,0.19609216,0.977009,-0.61444956,-5.290891,2.8173006,-1.3822935,-3.006661,-2.0769973,1.5853297,-4.9572363,1.7892488
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0170_0_1049.jpg,0.5022443,0.7354888,0.0,4.5220604,0.1478883,-7.4520793,-8.191543,-2.8824103,3.8307805,0.59082127,7.0752816,0.41090766,1.138696,3.9427123,-3.654848
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0170_0_3639.jpg,0.47555456,0.6323122,0.0,3.639431,0.2045805,-4.3472137,-7.6163235,-3.120584,2.3866084,0.34975344,4.449225,-1.750472,-1.8900423,1.4981482,-1.8511276
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0170_0_5584.jpg,0.41352302,0.66713697,0.0,4.2397904,0.118330576,-7.246439,-5.973266,-5.2346005,3.5474675,-2.3900304,0.1389794,3.169349,2.4731746,1.542951,-1.0025003
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0170_0_7856.jpg,0.4401106,0.68837893,0.0,4.350423,0.13006897,-6.8654933,-5.2461786,-5.324656,3.4758282,-1.4785694,1.520279,2.2702487,3.1917613,0.4389858,-1.2671051
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0170_0_8072.jpg,0.4849555,0.6963369,0.0,4.3829613,0.16269015,-7.275669,-8.462734,-3.1893306,4.6400104,-1.866244,3.0983727,-0.38548768,0.8573295,3.4875596,-2.7887714
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0171_0_3412.jpg,0.36324686,0.59315896,0.0,3.6969678,0.081562735,-5.8202868,-5.5962434,-7.1695423,-2.166088,3.7323136,1.4212934,-0.82182664,4.689945,-1.0658472,0.9430448
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0171_0_4091.jpg,0.4768095,0.6537622,0.0,4.171125,0.18772975,-3.2176244,-6.4667215,-4.635861,1.9978358,3.533264,3.8835077,-1.3586702,4.0148516,2.0764391,-1.7116014
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0171_0_5539.jpg,0.49547377,0.6312688,0.0,3.647249,0.23370029,-0.8869353,-8.409218,-7.637595,2.5424378,1.6479642,-0.93794394,-2.2541773,1.9057733,0.036631305,0.49582744
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0171_0_5708.jpg,0.4667054,0.6937193,0.0,4.1314335,0.16521579,-4.726254,-7.17091,-7.3078756,2.0954182,0.19426267,3.044902,1.992682,6.069793,1.921245,0.6870049
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0171_0_7170.jpg,0.41071957,0.5858563,0.0,3.1833992,0.14146176,-4.5355964,-7.2251935,-6.396567,1.4334304,1.4463158,-2.1491203,-0.003352417,2.927893,1.3218015,1.2950644
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0173_0_3576.jpg,0.2890566,0.6354686,0.0,4.861031,0.011049903,-8.999704,3.8563135,0.24235387,-2.6287143,-0.51588196,-2.2160516,1.0365516,1.4383743,0.5602398,1.7962785
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0173_0_5208.jpg,0.3188007,0.6311599,0.0,4.4023213,0.030556839,-8.459325,2.9681296,-1.0048307,-0.656562,-0.6986455,-1.6927276,0.18057446,2.464166,0.0057464843,0.48457736
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0173_0_6279.jpg,0.34968406,0.6260264,0.0,4.026136,0.05640912,-6.882167,-1.4103147,1.167556,-0.889197,3.1095707,-1.8574376,-3.3296027,1.0713894,-2.211255,-0.33933276
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0173_0_7006.jpg,0.28452516,0.57467866,0.0,4.527999,0.022992577,-6.5891757,3.466852,-1.7877352,-4.84242,-1.0936823,-3.5929854,0.9331701,1.2828865,-0.7094425,0.6314585
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0173_0_9189.jpg,0.43600997,0.5996353,0.0,3.975164,0.1796,-4.4902205,0.47003472,-5.642901,2.18303,-3.2145836,-1.0891329,-1.5607755,-0.29703033,-0.15931459,0.8426552
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0176_0_4048.jpg,0.38020805,0.64179456,0.0,4.120349,0.10278134,-2.772213,5.033329,2.3516495,0.26723734,-1.0248892,-0.19497176,-2.731679,-0.3414579,-1.9723396,-1.3252164
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0176_0_6225.jpg,0.363832,0.66827554,0.0,4.6406417,0.06387629,-5.08255,5.648785,3.9737046,-0.8194573,-2.5617719,1.1977966,0.88995343,-0.81007177,-0.24569705,-0.62603086
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0176_0_6761.jpg,0.41319853,0.73379433,0.0,4.7248774,0.086737685,-4.976481,6.8669534,4.021897,0.22653253,-1.0244292,1.9145263,0.18235607,-2.937009,-1.1759975,0.40462285
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0176_0_9333.jpg,0.41132036,0.6315488,0.0,4.254548,0.11565249,-2.8202999,3.094935,-4.4707522,3.121864,-3.348919,-4.05031,2.6821475,-1.510189,1.2361757,-0.44695583
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0176_0_9783.jpg,0.35708985,0.63871706,0.0,4.3155155,0.08256118,-4.6123533,3.5942523,2.5413387,1.5442954,-1.10213,0.43275538,-2.0560026,2.5948575,-0.23719056,-1.4063078
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0181_0_1085.jpg,0.39009935,0.6304653,0.0,3.9924338,0.092678376,-9.962926,-6.6845937,-2.7473636,1.0462735,2.6395357,3.4412076,0.28394005,1.2294767,3.1741447,-2.0423708
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0181_0_1494.jpg,0.43462467,0.649321,0.0,4.144493,0.12755162,-8.132584,-8.705289,-1.4597044,0.6897746,4.540415,4.074717,-1.2414112,0.22942185,-0.8686664,1.0669447
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0181_0_2221.jpg,0.41014606,0.6822207,0.0,4.096475,0.07750911,-10.188411,-6.091009,-1.1934657,1.1076895,3.124087,5.67168,0.6853021,1.1881673,0.57643217,-0.28580004
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0181_0_2730.jpg,0.41857538,0.65882933,0.0,3.700061,0.11174375,-8.942922,-4.6380525,-2.807719,-0.16712147,3.848098,3.588058,0.11856811,0.16322963,-0.33843186,2.4879634
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0181_0_714.jpg,0.4328103,0.6830232,0.0,4.2559853,0.1116059,-9.10718,-7.6219125,-2.7829256,0.08621563,6.078641,4.8687034,0.18380487,0.019816205,-0.2085178,1.6588311
moyen,1,data/augmented\moyen\aug_IMG-20250316-WA0185_0_126.jpg,0.5254963,0.6472161,0.0,3.5144594,0.2554825,0.7351,-7.11644,-7.9020505,4.6381183,0.4708439,0.059211984,-0.98482746,2.8472981,0.309244,1.876284
